X,Y,GroundwaterStressEnd
778103.5079999998,487110.845,11.912860998894091
788103.5079999998,487110.845,0.3389265378516678
798103.5079999998,487110.845,25.115106252116096
808103.5079999998,487110.845,25.513668245925153
818103.5079999998,487110.845,14.578261880641584
828103.5079999998,487110.845,7.980651299614727
838103.5079999998,487110.845,2.9429281294635223
848103.5079999998,487110.845,4.593597593405213
858103.5079999998,487110.845,18.624081682586723
868103.5079999998,487110.845,9.7831756709883
878103.5079999998,487110.845,16.73170396546523
888103.5079999998,487110.845,19.178832044502713
898103.5079999998,487110.845,21.079467015857315
908103.508,487110.845,12.485310326191884
918103.508,487110.845,5.802155325208968
928103.508,487110.845,0.7412376426311159
938103.508,487110.845,0.07314248783126907
948103.508,487110.845,0.0
958103.508,487110.845,0.0
968103.508,487110.845,0.0
978103.508,487110.845,0.0
988103.508,487110.845,0.0
998103.508,487110.845,0.0
1008103.508,487110.845,0.0
1018103.508,487110.845,0.0
1028103.508,487110.845,0.0
1038103.508,487110.845,0.0
1048103.508,487110.845,0.0
1058103.508,487110.845,0.0
1068103.508,487110.845,0.0
1078103.508,487110.845,0.0
1088103.508,487110.845,0.0
1098103.508,487110.845,0.0
1108103.508,487110.845,0.0
1118103.508,487110.845,0.0
1128103.508,487110.845,0.0
1138103.508,487110.845,0.0
1148103.508,487110.845,0.0
1158103.508,487110.845,0.0
1168103.508,487110.845,0.0
1178103.508,487110.845,0.0
1188103.508,487110.845,0.0
1198103.508,487110.845,0.0
1208103.508,487110.845,0.0
1218103.508,487110.845,0.0
1228103.508,487110.845,0.0
88103.508,477110.845,0.0
98103.508,477110.845,0.0
108103.508,477110.845,0.0
118103.508,477110.845,0.0
128103.508,477110.845,0.0
138103.508,477110.845,0.0
148103.508,477110.845,0.0
158103.508,477110.845,0.0
168103.508,477110.845,0.0
178103.508,477110.845,0.0
188103.508,477110.845,0.0
198103.508,477110.845,0.0
208103.508,477110.845,0.0
218103.508,477110.845,0.0
228103.508,477110.845,0.0
238103.508,477110.845,0.0
248103.508,477110.845,0.0
258103.508,477110.845,0.0
268103.50800000003,477110.845,0.0
278103.50800000003,477110.845,0.0
288103.50800000003,477110.845,0.0
298103.50800000003,477110.845,0.0
308103.50800000003,477110.845,0.0
318103.50800000003,477110.845,0.0
328103.50800000003,477110.845,0.0
338103.508,477110.845,0.0
348103.508,477110.845,0.0
358103.508,477110.845,0.0
368103.508,477110.845,0.0
378103.508,477110.845,0.0
388103.508,477110.845,0.0
398103.508,477110.845,0.0
408103.508,477110.845,0.0
418103.508,477110.845,0.0
428103.508,477110.845,0.0
438103.508,477110.845,0.0
448103.508,477110.845,0.0
458103.508,477110.845,0.0
468103.508,477110.845,0.0
478103.508,477110.845,0.0
488103.508,477110.845,0.0
498103.508,477110.845,0.0
508103.508,477110.845,0.0
518103.508,477110.845,0.0
528103.5079999999,477110.845,0.0
538103.5079999999,477110.845,0.0
548103.5079999999,477110.845,0.0
558103.5079999999,477110.845,0.0
568103.5079999999,477110.845,0.0
578103.5079999999,477110.845,0.0
588103.5079999999,477110.845,0.0
598103.5079999999,477110.845,0.0
608103.5079999999,477110.845,0.0
618103.5079999999,477110.845,0.0
628103.5079999999,477110.845,0.0
638103.5079999999,477110.845,0.0
648103.5079999999,477110.845,0.0
658103.5079999999,477110.845,5.941425446786566
668103.5079999999,477110.845,24.001044410067664
678103.5079999999,477110.845,14.737732371756117
688103.5079999999,477110.845,23.257457549143012
698103.5079999999,477110.845,5.895182247731848
708103.5079999998,477110.845,6.315737174208375
718103.5079999998,477110.845,4.1496578498398184
728103.5079999998,477110.845,0.4886882611171175
738103.5079999998,477110.845,3.633945620138138
748103.5079999998,477110.845,39.91261232684411
758103.5079999998,477110.845,10.344497331795512
768103.5079999998,477110.845,42.127116776882346
778103.5079999998,477110.845,159.31699228432717
788103.5079999998,477110.845,101.11005506025467
798103.5079999998,477110.845,35.952656351028864
808103.5079999998,477110.845,0.8116626954224818
818103.5079999998,477110.845,0.4676150581041185
828103.5079999998,477110.845,1.727533415297911
838103.5079999998,477110.845,1.5663775851476935
848103.5079999998,477110.845,4.677411421619283
858103.5079999998,477110.845,5.38368232152771
868103.5079999998,477110.845,5.560070546085702
878103.5079999998,477110.845,0.27651005563534253
888103.5079999998,477110.845,1.47464988958753
898103.5079999998,477110.845,8.219750245053863
908103.508,477110.845,3.556310443786916
918103.508,477110.845,5.881428748735082
928103.508,477110.845,14.029750497974879
938103.508,477110.845,8.093212910011063
948103.508,477110.845,1.3137529995081254
958103.508,477110.845,0.0
968103.508,477110.845,0.0
978103.508,477110.845,0.0
988103.508,477110.845,0.0
998103.508,477110.845,0.0
1008103.508,477110.845,0.0
1018103.508,477110.845,0.0
1028103.508,477110.845,0.0
1038103.508,477110.845,0.0
1048103.508,477110.845,0.0
1058103.508,477110.845,0.0
1068103.508,477110.845,0.0
1078103.508,477110.845,0.0
1088103.508,477110.845,0.0
1098103.508,477110.845,0.0
1108103.508,477110.845,0.0
1118103.508,477110.845,0.0
1128103.508,477110.845,0.0
1138103.508,477110.845,0.0
1148103.508,477110.845,0.0
1158103.508,477110.845,0.0
1168103.508,477110.845,0.0
1178103.508,477110.845,0.0
1188103.508,477110.845,0.0
1198103.508,477110.845,0.0
1208103.508,477110.845,0.0
1218103.508,477110.845,0.0
1228103.508,477110.845,0.0
98103.508,467110.845,0.0
108103.508,467110.845,0.0
118103.508,467110.845,0.0
128103.508,467110.845,0.0
138103.508,467110.845,0.0
148103.508,467110.845,0.0
158103.508,467110.845,0.0
168103.508,467110.845,0.0
178103.508,467110.845,0.0
188103.508,467110.845,0.0
198103.508,467110.845,0.0
208103.508,467110.845,0.0
218103.508,467110.845,0.0
228103.508,467110.845,0.0
238103.508,467110.845,0.0
248103.508,467110.845,0.0
258103.508,467110.845,0.0
268103.50800000003,467110.845,0.0
278103.50800000003,467110.845,0.0
288103.50800000003,467110.845,0.0
298103.50800000003,467110.845,0.0
308103.50800000003,467110.845,0.0
318103.50800000003,467110.845,0.0
328103.50800000003,467110.845,0.0
338103.508,467110.845,0.0
348103.508,467110.845,0.0
358103.508,467110.845,0.0
368103.508,467110.845,0.0
378103.508,467110.845,0.0
388103.508,467110.845,0.0
398103.508,467110.845,0.0
408103.508,467110.845,0.0
418103.508,467110.845,0.0
428103.508,467110.845,0.0
438103.508,467110.845,0.0
448103.508,467110.845,0.0
458103.508,467110.845,0.0
468103.508,467110.845,0.0
478103.508,467110.845,0.0
488103.508,467110.845,0.0
498103.508,467110.845,0.0
508103.508,467110.845,0.0
518103.508,467110.845,0.0
528103.5079999999,467110.845,0.0
538103.5079999999,467110.845,0.0
548103.5079999999,467110.845,0.0
558103.5079999999,467110.845,0.0
568103.5079999999,467110.845,0.0
578103.5079999999,467110.845,0.0
588103.5079999999,467110.845,0.0
598103.5079999999,467110.845,0.0
608103.5079999999,467110.845,0.0
618103.5079999999,467110.845,0.2194270692591475
628103.5079999999,467110.845,30.623237157689704
638103.5079999999,467110.845,132.06351027137273
648103.5079999999,467110.845,98.05361902829792
658103.5079999999,467110.845,32.25325925741225
668103.5079999999,467110.845,18.186403778891925
678103.5079999999,467110.845,10.19971336654096
688103.5079999999,467110.845,3.817533937222515
698103.5079999999,467110.845,13.472639724287864
708103.5079999998,467110.845,11.92752109512771
718103.5079999998,467110.845,23.921554405364873
728103.5079999998,467110.845,16.06497790271555
738103.5079999998,467110.845,86.21059693981003
748103.5079999998,467110.845,155.46202243258227
758103.5079999998,467110.845,51.04891343828954
768103.5079999998,467110.845,91.71325398263645
778103.5079999998,467110.845,90.73171131656322
788103.5079999998,467110.845,189.62210884562688
798103.5079999998,467110.845,224.62438235690587
808103.5079999998,467110.845,153.75954395658013
818103.5079999998,467110.845,183.0873464602796
828103.5079999998,467110.845,184.20634915134642
838103.5079999998,467110.845,124.57168310681938
848103.5079999998,467110.845,107.04356635713741
858103.5079999998,467110.845,117.51888493852574
868103.5079999998,467110.845,62.90608083085033
878103.5079999998,467110.845,55.103721582203995
888103.5079999998,467110.845,39.31507080884111
898103.5079999998,467110.845,0.19870488924276666
908103.508,467110.845,0.15665462064679112
918103.508,467110.845,2.0957702897344905
928103.508,467110.845,6.97951518242189
938103.508,467110.845,7.421016654592096
948103.508,467110.845,4.955497858119661
958103.508,467110.845,0.0
968103.508,467110.845,0.0
978103.508,467110.845,0.0
988103.508,467110.845,0.0
998103.508,467110.845,0.0
1008103.508,467110.845,0.0
1018103.508,467110.845,0.0
1028103.508,467110.845,0.0
1038103.508,467110.845,0.0
1048103.508,467110.845,0.0
1058103.508,467110.845,0.0
1068103.508,467110.845,0.0
1078103.508,467110.845,0.0
1088103.508,467110.845,0.0
1098103.508,467110.845,0.0
1108103.508,467110.845,0.0
1118103.508,467110.845,0.0
1128103.508,467110.845,0.0
1138103.508,467110.845,0.0
1148103.508,467110.845,0.0
1158103.508,467110.845,0.0
1168103.508,467110.845,0.0
1178103.508,467110.845,0.0
1188103.508,467110.845,0.0
1198103.508,467110.845,0.0
1208103.508,467110.845,0.0
1218103.508,467110.845,0.0
88103.508,457110.845,0.0
98103.508,457110.845,0.0
108103.508,457110.845,0.0
118103.508,457110.845,0.0
128103.508,457110.845,0.0
138103.508,457110.845,0.0
148103.508,457110.845,0.0
158103.508,457110.845,0.0
168103.508,457110.845,0.0
178103.508,457110.845,0.0
188103.508,457110.845,0.0
198103.508,457110.845,0.0
208103.508,457110.845,0.0
218103.508,457110.845,0.0
228103.508,457110.845,0.0
238103.508,457110.845,0.0
248103.508,457110.845,0.0
258103.508,457110.845,0.0
268103.50800000003,457110.845,0.0
278103.50800000003,457110.845,0.0
288103.50800000003,457110.845,0.0
298103.50800000003,457110.845,0.0
308103.50800000003,457110.845,0.0
318103.50800000003,457110.845,0.0
328103.50800000003,457110.845,0.0
338103.508,457110.845,0.0
348103.508,457110.845,0.0
358103.508,457110.845,0.0
368103.508,457110.845,0.0
378103.508,457110.845,0.0
388103.508,457110.845,0.0
398103.508,457110.845,0.0
408103.508,457110.845,0.0
418103.508,457110.845,0.0
428103.508,457110.845,0.0
438103.508,457110.845,0.0
448103.508,457110.845,0.0
458103.508,457110.845,0.0
468103.508,457110.845,0.0
478103.508,457110.845,0.0
488103.508,457110.845,0.0
498103.508,457110.845,0.0
508103.508,457110.845,0.0
518103.508,457110.845,0.0
528103.5079999999,457110.845,0.0
538103.5079999999,457110.845,0.0
548103.5079999999,457110.845,0.0
558103.5079999999,457110.845,0.0
568103.5079999999,457110.845,0.0
578103.5079999999,457110.845,0.0
588103.5079999999,457110.845,0.0
598103.5079999999,457110.845,0.0
608103.5079999999,457110.845,22.504324615756026
618103.5079999999,457110.845,24.80874519610199
628103.5079999999,457110.845,138.4639908568302
638103.5079999999,457110.845,254.38214889964667
648103.5079999999,457110.845,159.08185415469484
658103.5079999999,457110.845,9.089075376805798
668103.5079999999,457110.845,1.1348538437278324
678103.5079999999,457110.845,6.865362486903283
688103.5079999999,457110.845,8.95325769361932
698103.5079999999,457110.845,6.420868683172049
708103.5079999998,457110.845,18.795601576426293
718103.5079999998,457110.845,139.8920950252905
728103.5079999998,457110.845,124.88701591587672
738103.5079999998,457110.845,430.0466220662695
748103.5079999998,457110.845,379.24280077767855
758103.5079999998,457110.845,180.91193092950294
768103.5079999998,457110.845,50.16431592474112
778103.5079999998,457110.845,42.53300513100685
788103.5079999998,457110.845,351.0665308471698
798103.5079999998,457110.845,304.8499041676814
808103.5079999998,457110.845,247.86850111144616
818103.5079999998,457110.845,165.9329350581842
828103.5079999998,457110.845,173.00475706061388
838103.5079999998,457110.845,194.5806420189646
848103.5079999998,457110.845,153.93593999374747
858103.5079999998,457110.845,161.88868277572692
868103.5079999998,457110.845,210.0808573134196
878103.5079999998,457110.845,283.65876517599685
888103.5079999998,457110.845,193.37660468488525
898103.5079999998,457110.845,21.837038118209005
908103.508,457110.845,0.14746405536248225
918103.508,457110.845,0.16562155855037045
928103.508,457110.845,13.873905097613253
938103.508,457110.845,1.4081264521268353
948103.508,457110.845,0.17040458417960253
958103.508,457110.845,0.037903280842632454
968103.508,457110.845,0.0
978103.508,457110.845,0.0
988103.508,457110.845,0.0
998103.508,457110.845,0.0
1008103.508,457110.845,0.0
1018103.508,457110.845,0.0
1028103.508,457110.845,0.0
1038103.508,457110.845,0.0
1048103.508,457110.845,0.0
1058103.508,457110.845,0.0
1068103.508,457110.845,0.0
1078103.508,457110.845,0.0
1088103.508,457110.845,0.0
1098103.508,457110.845,0.0
1108103.508,457110.845,0.0
1118103.508,457110.845,0.0
1128103.508,457110.845,0.0
1138103.508,457110.845,0.0
1148103.508,457110.845,0.0
1158103.508,457110.845,0.0
1168103.508,457110.845,0.0
1178103.508,457110.845,0.0
1188103.508,457110.845,0.0
1198103.508,457110.845,0.0
98103.508,447110.845,0.0
108103.508,447110.845,0.0
118103.508,447110.845,0.0
128103.508,447110.845,0.0
138103.508,447110.845,0.0
148103.508,447110.845,0.0
158103.508,447110.845,0.0
168103.508,447110.845,0.0
178103.508,447110.845,0.0
188103.508,447110.845,0.0
198103.508,447110.845,0.0
208103.508,447110.845,0.0
218103.508,447110.845,0.0
228103.508,447110.845,0.0
238103.508,447110.845,0.0
248103.508,447110.845,0.0
258103.508,447110.845,0.0
268103.50800000003,447110.845,0.0
278103.50800000003,447110.845,0.0
288103.50800000003,447110.845,0.0
298103.50800000003,447110.845,0.0
308103.50800000003,447110.845,0.0
318103.50800000003,447110.845,0.0
328103.50800000003,447110.845,0.0
338103.508,447110.845,0.0
348103.508,447110.845,0.0
358103.508,447110.845,0.0
368103.508,447110.845,0.0
378103.508,447110.845,0.0
388103.508,447110.845,0.0
398103.508,447110.845,0.0
408103.508,447110.845,0.0
418103.508,447110.845,0.0
428103.508,447110.845,0.0
438103.508,447110.845,0.0
448103.508,447110.845,0.0
458103.508,447110.845,0.0
468103.508,447110.845,0.0
478103.508,447110.845,0.0
488103.508,447110.845,0.0
498103.508,447110.845,0.0
508103.508,447110.845,0.0
518103.508,447110.845,0.0
528103.5079999999,447110.845,0.0
538103.5079999999,447110.845,0.0
548103.5079999999,447110.845,0.0
558103.5079999999,447110.845,0.0
568103.5079999999,447110.845,0.0
578103.5079999999,447110.845,0.0
588103.5079999999,447110.845,1.8943377319057944
598103.5079999999,447110.845,30.131267503338027
608103.5079999999,447110.845,65.39582308213788
618103.5079999999,447110.845,186.35779543135575
628103.5079999999,447110.845,104.8039385293336
638103.5079999999,447110.845,32.94020030882137
648103.5079999999,447110.845,10.480446359288832
658103.5079999999,447110.845,26.059820819173588
668103.5079999999,447110.845,15.655515510026833
678103.5079999999,447110.845,15.869219826418075
688103.5079999999,447110.845,7.551154610570062
698103.5079999999,447110.845,10.8958598394182
708103.5079999998,447110.845,80.63492130677503
718103.5079999998,447110.845,332.81804915691254
728103.5079999998,447110.845,161.23487290568895
738103.5079999998,447110.845,135.06168360521104
748103.5079999998,447110.845,191.3854367579146
758103.5079999998,447110.845,56.170336906272226
768103.5079999998,447110.845,49.303658787310084
778103.5079999998,447110.845,36.20822687721508
788103.5079999998,447110.845,58.715895875891874
798103.5079999998,447110.845,141.55582145306482
808103.5079999998,447110.845,97.25177793799924
818103.5079999998,447110.845,14.036338076094932
828103.5079999998,447110.845,53.61241314967704
838103.5079999998,447110.845,61.05461742742699
848103.5079999998,447110.845,88.27395304389698
858103.5079999998,447110.845,40.6018686106432
868103.5079999998,447110.845,80.77475365341067
878103.5079999998,447110.845,250.3707576086664
888103.5079999998,447110.845,357.1214631793476
898103.5079999998,447110.845,127.6050808846491
908103.508,447110.845,131.65280461566425
918103.508,447110.845,31.654265409741516
928103.508,447110.845,5.455076746096418
938103.508,447110.845,8.377297422423384
948103.508,447110.845,5.3013162798072075
958103.508,447110.845,0.27527298604424316
968103.508,447110.845,0.0
978103.508,447110.845,0.0
988103.508,447110.845,0.0
998103.508,447110.845,0.0
1008103.508,447110.845,0.0
1018103.508,447110.845,0.0
1028103.508,447110.845,0.0
1038103.508,447110.845,0.0
1048103.508,447110.845,0.0
1058103.508,447110.845,0.0
1068103.508,447110.845,0.0
1078103.508,447110.845,0.0
1088103.508,447110.845,0.0
1098103.508,447110.845,0.0
1108103.508,447110.845,0.0
1118103.508,447110.845,0.0
1128103.508,447110.845,0.0
1138103.508,447110.845,0.0
1148103.508,447110.845,0.0
1158103.508,447110.845,0.0
1168103.508,447110.845,0.0
1178103.508,447110.845,0.0
1188103.508,447110.845,0.0
98103.508,437110.845,0.0
108103.508,437110.845,0.0
118103.508,437110.845,0.0
128103.508,437110.845,0.0
138103.508,437110.845,0.0
148103.508,437110.845,0.0
158103.508,437110.845,0.0
168103.508,437110.845,0.0
178103.508,437110.845,0.0
188103.508,437110.845,0.0
198103.508,437110.845,0.0
208103.508,437110.845,0.0
218103.508,437110.845,0.0
228103.508,437110.845,0.0
238103.508,437110.845,0.0
248103.508,437110.845,0.0
258103.508,437110.845,0.0
268103.50800000003,437110.845,0.0
278103.50800000003,437110.845,0.0
288103.50800000003,437110.845,0.0
298103.50800000003,437110.845,0.0
308103.50800000003,437110.845,0.0
318103.50800000003,437110.845,0.0
328103.50800000003,437110.845,0.0
338103.508,437110.845,0.0
348103.508,437110.845,0.0
358103.508,437110.845,0.0
368103.508,437110.845,0.0
378103.508,437110.845,0.0
388103.508,437110.845,0.0
398103.508,437110.845,0.0
408103.508,437110.845,0.0
418103.508,437110.845,0.0
428103.508,437110.845,0.0
438103.508,437110.845,0.0
448103.508,437110.845,0.0
458103.508,437110.845,0.0
468103.508,437110.845,0.0
478103.508,437110.845,0.0
488103.508,437110.845,0.0
498103.508,437110.845,0.0
508103.508,437110.845,0.0
518103.508,437110.845,0.0
528103.5079999999,437110.845,0.0
538103.5079999999,437110.845,0.0
548103.5079999999,437110.845,0.0
558103.5079999999,437110.845,0.0
568103.5079999999,437110.845,0.0
578103.5079999999,437110.845,0.014771940662745484
588103.5079999999,437110.845,49.47364853777805
598103.5079999999,437110.845,115.21687126448205
608103.5079999999,437110.845,59.519904093789336
618103.5079999999,437110.845,14.749055401359923
628103.5079999999,437110.845,1.4854899442995237
638103.5079999999,437110.845,2.013383588970374
648103.5079999999,437110.845,5.1419813230938445
658103.5079999999,437110.845,9.640445978522006
668103.5079999999,437110.845,17.516826160855494
678103.5079999999,437110.845,9.144554546461464
688103.5079999999,437110.845,2.6720304836449507
698103.5079999999,437110.845,6.692939072580261
708103.5079999998,437110.845,35.40335548697684
718103.5079999998,437110.845,18.804180121262956
728103.5079999998,437110.845,29.106679750928954
738103.5079999998,437110.845,135.7111272686049
748103.5079999998,437110.845,149.5507458791255
758103.5079999998,437110.845,49.02378398831362
768103.5079999998,437110.845,6.0353248685321494
778103.5079999998,437110.845,11.797418325464983
788103.5079999998,437110.845,25.53657679904972
798103.5079999998,437110.845,31.676159772642634
808103.5079999998,437110.845,11.540871209585974
818103.5079999998,437110.845,3.187711971203093
828103.5079999998,437110.845,0.1305931897093032
838103.5079999998,437110.845,7.894495990838444
848103.5079999998,437110.845,135.0742882701397
858103.5079999998,437110.845,44.220466142171446
868103.5079999998,437110.845,10.87852996078644
878103.5079999998,437110.845,44.553108320451884
888103.5079999998,437110.845,232.00044941187974
898103.5079999998,437110.845,97.90207593626371
908103.508,437110.845,237.1346065743743
918103.508,437110.845,299.8135108181585
928103.508,437110.845,129.258448849922
938103.508,437110.845,9.522017672809069
948103.508,437110.845,2.221534783716758
958103.508,437110.845,1.3331499120686505
968103.508,437110.845,0.71018028037731
978103.508,437110.845,6.51049713392456
988103.508,437110.845,12.36315882133286
998103.508,437110.845,5.9144455188308
1008103.508,437110.845,10.928648338401471
1018103.508,437110.845,20.00177266889122
1028103.508,437110.845,3.27118046306745
1038103.508,437110.845,2.5933333902009035
1048103.508,437110.845,17.401873406300453
1058103.508,437110.845,317.9085234010725
1068103.508,437110.845,143.24545184556592
1078103.508,437110.845,58.753729332283015
1088103.508,437110.845,6.699305948999644
1098103.508,437110.845,7.045882804932324
1108103.508,437110.845,0.25637639914019916
1118103.508,437110.845,1.1972779935815945
1128103.508,437110.845,3.077009297993406
1138103.508,437110.845,0.08848475186333836
1148103.508,437110.845,1.0192067091425896
1158103.508,437110.845,8.935243623937396
1168103.508,437110.845,1.6334356957711484
1178103.508,437110.845,0.0
98103.508,427110.845,0.0
108103.508,427110.845,0.0
118103.508,427110.845,0.0
128103.508,427110.845,0.0
138103.508,427110.845,0.0
148103.508,427110.845,0.0
158103.508,427110.845,0.0
168103.508,427110.845,0.0
178103.508,427110.845,0.0
188103.508,427110.845,0.0
198103.508,427110.845,0.0
208103.508,427110.845,0.0
218103.508,427110.845,0.0
228103.508,427110.845,0.0
238103.508,427110.845,0.0
248103.508,427110.845,0.0
258103.508,427110.845,0.0
268103.50800000003,427110.845,0.0
278103.50800000003,427110.845,0.0
288103.50800000003,427110.845,0.0
298103.50800000003,427110.845,0.0
308103.50800000003,427110.845,0.0
318103.50800000003,427110.845,0.0
328103.50800000003,427110.845,0.0
338103.508,427110.845,0.0
348103.508,427110.845,0.0
358103.508,427110.845,0.0
368103.508,427110.845,0.0
378103.508,427110.845,0.0
388103.508,427110.845,0.0
398103.508,427110.845,0.0
408103.508,427110.845,0.0
418103.508,427110.845,0.0
428103.508,427110.845,0.0
438103.508,427110.845,0.0
448103.508,427110.845,0.0
458103.508,427110.845,0.0
468103.508,427110.845,0.0
478103.508,427110.845,0.0
488103.508,427110.845,0.0
498103.508,427110.845,0.0
508103.508,427110.845,0.0
518103.508,427110.845,0.0
528103.5079999999,427110.845,0.0
538103.5079999999,427110.845,0.0
548103.5079999999,427110.845,0.0
558103.5079999999,427110.845,0.0
568103.5079999999,427110.845,4.564959254672244
578103.5079999999,427110.845,43.046752227010984
588103.5079999999,427110.845,15.56181330905354
598103.5079999999,427110.845,57.475428328230976
