X,Y,LeastCostSystem
1518103.508,237110.845,11
1528103.508,237110.845,11
1538103.508,237110.845,11
1548103.508,237110.845,11
1558103.508,237110.845,10
1568103.508,237110.845,11
1578103.508,237110.845,11
1588103.508,237110.845,11
1598103.508,237110.845,11
1608103.508,237110.845,11
1618103.508,237110.845,11
1628103.508,237110.845,11
1638103.508,237110.845,11
1648103.508,237110.845,11
1658103.508,237110.845,11
1668103.508,237110.845,11
1678103.508,237110.845,11
1688103.508,237110.845,11
148103.508,227110.845,00
158103.508,227110.845,00
168103.508,227110.845,00
178103.508,227110.845,00
188103.508,227110.845,00
198103.508,227110.845,00
208103.508,227110.845,00
218103.508,227110.845,00
228103.508,227110.845,00
238103.508,227110.845,50
248103.508,227110.845,40
258103.508,227110.845,41
268103.50800000003,227110.845,41
278103.50800000003,227110.845,40
288103.50800000003,227110.845,40
298103.50800000003,227110.845,40
308103.50800000003,227110.845,40
318103.50800000003,227110.845,40
328103.50800000003,227110.845,40
338103.508,227110.845,40
348103.508,227110.845,40
358103.508,227110.845,40
368103.508,227110.845,40
378103.508,227110.845,40
388103.508,227110.845,41
398103.508,227110.845,40
408103.508,227110.845,40
418103.508,227110.845,40
428103.508,227110.845,40
438103.508,227110.845,40
448103.508,227110.845,40
458103.508,227110.845,40
468103.508,227110.845,10
478103.508,227110.845,10
488103.508,227110.845,10
498103.508,227110.845,10
508103.508,227110.845,10
518103.508,227110.845,10
528103.5079999999,227110.845,10
538103.5079999999,227110.845,10
548103.5079999999,227110.845,11
558103.5079999999,227110.845,11
568103.5079999999,227110.845,10
578103.5079999999,227110.845,10
588103.5079999999,227110.845,11
598103.5079999999,227110.845,11
608103.5079999999,227110.845,11
618103.5079999999,227110.845,10
628103.5079999999,227110.845,10
638103.5079999999,227110.845,10
648103.5079999999,227110.845,10
658103.5079999999,227110.845,10
668103.5079999999,227110.845,10
678103.5079999999,227110.845,10
688103.5079999999,227110.845,10
698103.5079999999,227110.845,10
708103.5079999998,227110.845,10
718103.5079999998,227110.845,10
728103.5079999998,227110.845,10
738103.5079999998,227110.845,10
748103.5079999998,227110.845,10
758103.5079999998,227110.845,11
768103.5079999998,227110.845,11
778103.5079999998,227110.845,11
788103.5079999998,227110.845,11
798103.5079999998,227110.845,10
808103.5079999998,227110.845,10
818103.5079999998,227110.845,10
828103.5079999998,227110.845,10
838103.5079999998,227110.845,10
848103.5079999998,227110.845,10
858103.5079999998,227110.845,10
868103.5079999998,227110.845,10
878103.5079999998,227110.845,10
888103.5079999998,227110.845,10
898103.5079999998,227110.845,10
908103.508,227110.845,10
918103.508,227110.845,10
928103.508,227110.845,10
938103.508,227110.845,10
948103.508,227110.845,10
958103.508,227110.845,10
968103.508,227110.845,10
978103.508,227110.845,10
988103.508,227110.845,00
998103.508,227110.845,00
1008103.508,227110.845,00
1018103.508,227110.845,00
1028103.508,227110.845,00
1038103.508,227110.845,00
1048103.508,227110.845,00
1058103.508,227110.845,00
1068103.508,227110.845,00
1078103.508,227110.845,00
1088103.508,227110.845,00
1098103.508,227110.845,00
1108103.508,227110.845,00
1118103.508,227110.845,00
1128103.508,227110.845,00
1138103.508,227110.845,00
1148103.508,227110.845,00
1158103.508,227110.845,40
1168103.508,227110.845,00
1178103.508,227110.845,40
1188103.508,227110.845,41
1198103.508,227110.845,41
1208103.508,227110.845,41
1218103.508,227110.845,40
1228103.508,227110.845,00
1238103.508,227110.845,00
1248103.508,227110.845,00
1258103.508,227110.845,00
1268103.508,227110.845,00
1278103.508,227110.845,00
1288103.508,227110.845,00
1298103.508,227110.845,00
1308103.508,227110.845,00
1318103.508,227110.845,00
1328103.508,227110.845,00
1338103.508,227110.845,00
1348103.508,227110.845,00
1358103.508,227110.845,00
1368103.508,227110.845,00
1378103.508,227110.845,00
1388103.508,227110.845,00
1398103.508,227110.845,00
1408103.508,227110.845,00
1418103.508,227110.845,50
1428103.508,227110.845,51
1438103.508,227110.845,51
1448103.508,227110.845,41
1458103.508,227110.845,41
1468103.508,227110.845,11
1478103.508,227110.845,11
1488103.508,227110.845,11
1498103.508,227110.845,11
1508103.508,227110.845,11
1518103.508,227110.845,11
1528103.508,227110.845,11
1538103.508,227110.845,11
1548103.508,227110.845,11
1558103.508,227110.845,11
1568103.508,227110.845,10
1578103.508,227110.845,11
1588103.508,227110.845,11
1598103.508,227110.845,11
1608103.508,227110.845,11
1618103.508,227110.845,11
1628103.508,227110.845,11
1638103.508,227110.845,11
1648103.508,227110.845,11
1658103.508,227110.845,11
1668103.508,227110.845,11
1678103.508,227110.845,11
1688103.508,227110.845,11
158103.508,217110.845,00
168103.508,217110.845,00
178103.508,217110.845,00
188103.508,217110.845,00
198103.508,217110.845,00
208103.508,217110.845,00
218103.508,217110.845,50
228103.508,217110.845,50
238103.508,217110.845,50
248103.508,217110.845,40
258103.508,217110.845,41
268103.50800000003,217110.845,41
278103.50800000003,217110.845,40
288103.50800000003,217110.845,40
298103.50800000003,217110.845,40
308103.50800000003,217110.845,40
318103.50800000003,217110.845,40
328103.50800000003,217110.845,40
338103.508,217110.845,40
348103.508,217110.845,40
358103.508,217110.845,40
368103.508,217110.845,40
378103.508,217110.845,40
388103.508,217110.845,40
398103.508,217110.845,41
408103.508,217110.845,40
418103.508,217110.845,40
428103.508,217110.845,40
438103.508,217110.845,40
448103.508,217110.845,40
458103.508,217110.845,41
468103.508,217110.845,11
478103.508,217110.845,10
488103.508,217110.845,10
498103.508,217110.845,10
508103.508,217110.845,10
518103.508,217110.845,10
528103.5079999999,217110.845,10
538103.5079999999,217110.845,10
548103.5079999999,217110.845,10
558103.5079999999,217110.845,10
568103.5079999999,217110.845,10
578103.5079999999,217110.845,11
588103.5079999999,217110.845,11
598103.5079999999,217110.845,11
608103.5079999999,217110.845,10
618103.5079999999,217110.845,10
628103.5079999999,217110.845,10
638103.5079999999,217110.845,10
648103.5079999999,217110.845,10
658103.5079999999,217110.845,10
668103.5079999999,217110.845,10
678103.5079999999,217110.845,10
688103.5079999999,217110.845,10
698103.5079999999,217110.845,10
708103.5079999998,217110.845,10
718103.5079999998,217110.845,11
728103.5079999998,217110.845,10
738103.5079999998,217110.845,10
748103.5079999998,217110.845,11
758103.5079999998,217110.845,10
768103.5079999998,217110.845,10
778103.5079999998,217110.845,10
788103.5079999998,217110.845,10
798103.5079999998,217110.845,10
808103.5079999998,217110.845,10
818103.5079999998,217110.845,10
828103.5079999998,217110.845,10
838103.5079999998,217110.845,10
848103.5079999998,217110.845,10
858103.5079999998,217110.845,10
868103.5079999998,217110.845,10
878103.5079999998,217110.845,10
888103.5079999998,217110.845,10
898103.5079999998,217110.845,10
908103.508,217110.845,10
918103.508,217110.845,10
928103.508,217110.845,10
938103.508,217110.845,10
948103.508,217110.845,00
958103.508,217110.845,00
968103.508,217110.845,00
978103.508,217110.845,00
988103.508,217110.845,00
998103.508,217110.845,10
1008103.508,217110.845,10
1018103.508,217110.845,10
1028103.508,217110.845,10
1038103.508,217110.845,00
1048103.508,217110.845,00
1058103.508,217110.845,00
1068103.508,217110.845,00
1078103.508,217110.845,00
1088103.508,217110.845,00
1098103.508,217110.845,00
1108103.508,217110.845,00
1118103.508,217110.845,00
1128103.508,217110.845,00
1138103.508,217110.845,00
1148103.508,217110.845,00
1158103.508,217110.845,00
1168103.508,217110.845,00
1178103.508,217110.845,40
1188103.508,217110.845,40
1198103.508,217110.845,41
1208103.508,217110.845,41
1218103.508,217110.845,41
1228103.508,217110.845,41
1238103.508,217110.845,00
1248103.508,217110.845,00
1258103.508,217110.845,00
1268103.508,217110.845,00
1278103.508,217110.845,00
1288103.508,217110.845,00
1298103.508,217110.845,00
1308103.508,217110.845,00
1318103.508,217110.845,00
1328103.508,217110.845,00
1338103.508,217110.845,00
1348103.508,217110.845,00
1358103.508,217110.845,00
1368103.508,217110.845,00
1378103.508,217110.845,00
1388103.508,217110.845,00
1398103.508,217110.845,01
1408103.508,217110.845,11
1418103.508,217110.845,11
1428103.508,217110.845,11
1438103.508,217110.845,11
1448103.508,217110.845,11
1458103.508,217110.845,11
1468103.508,217110.845,11
1478103.508,217110.845,11
1488103.508,217110.845,11
1498103.508,217110.845,11
1508103.508,217110.845,11
1518103.508,217110.845,11
1528103.508,217110.845,11
1538103.508,217110.845,11
1548103.508,217110.845,11
1558103.508,217110.845,11
1568103.508,217110.845,11
1578103.508,217110.845,11
1588103.508,217110.845,11
1598103.508,217110.845,11
1608103.508,217110.845,11
1618103.508,217110.845,11
1628103.508,217110.845,11
1638103.508,217110.845,11
1648103.508,217110.845,11
1658103.508,217110.845,11
1668103.508,217110.845,11
1678103.508,217110.845,11
1688103.508,217110.845,11
138103.508,207110.845,00
148103.508,207110.845,00
158103.508,207110.845,00
168103.508,207110.845,00
178103.508,207110.845,00
188103.508,207110.845,00
198103.508,207110.845,50
208103.508,207110.845,50
218103.508,207110.845,50
228103.508,207110.845,51
238103.508,207110.845,50
248103.508,207110.845,40
258103.508,207110.845,40
268103.50800000003,207110.845,40
278103.50800000003,207110.845,40
288103.50800000003,207110.845,40
298103.50800000003,207110.845,40
308103.50800000003,207110.845,40
318103.50800000003,207110.845,40
328103.50800000003,207110.845,40
338103.508,207110.845,40
348103.508,207110.845,40
358103.508,207110.845,40
368103.508,207110.845,40
378103.508,207110.845,40
388103.508,207110.845,40
398103.508,207110.845,41
408103.508,207110.845,41
418103.508,207110.845,40
428103.508,207110.845,40
438103.508,207110.845,40
448103.508,207110.845,40
458103.508,207110.845,41
468103.508,207110.845,11
478103.508,207110.845,10
488103.508,207110.845,10
498103.508,207110.845,10
508103.508,207110.845,10
518103.508,207110.845,10
528103.5079999999,207110.845,10
538103.5079999999,207110.845,10
548103.5079999999,207110.845,10
558103.5079999999,207110.845,10
568103.5079999999,207110.845,10
578103.5079999999,207110.845,11
588103.5079999999,207110.845,11
598103.5079999999,207110.845,11
608103.5079999999,207110.845,11
618103.5079999999,207110.845,11
628103.5079999999,207110.845,10
638103.5079999999,207110.845,11
648103.5079999999,207110.845,11
658103.5079999999,207110.845,10
668103.5079999999,207110.845,10
678103.5079999999,207110.845,10
688103.5079999999,207110.845,10
698103.5079999999,207110.845,10
708103.5079999998,207110.845,10
718103.5079999998,207110.845,10
728103.5079999998,207110.845,10
738103.5079999998,207110.845,10
748103.5079999998,207110.845,11
758103.5079999998,207110.845,10
768103.5079999998,207110.845,10
778103.5079999998,207110.845,10
788103.5079999998,207110.845,10
798103.5079999998,207110.845,10
808103.5079999998,207110.845,10
818103.5079999998,207110.845,10
828103.5079999998,207110.845,10
838103.5079999998,207110.845,10
848103.5079999998,207110.845,10
858103.5079999998,207110.845,10
868103.5079999998,207110.845,10
878103.5079999998,207110.845,10
888103.5079999998,207110.845,10
898103.5079999998,207110.845,10
908103.508,207110.845,10
918103.508,207110.845,10
928103.508,207110.845,10
938103.508,207110.845,00
948103.508,207110.845,00
958103.508,207110.845,00
968103.508,207110.845,00
978103.508,207110.845,00
988103.508,207110.845,10
998103.508,207110.845,10
1008103.508,207110.845,10
1018103.508,207110.845,10
1028103.508,207110.845,10
1038103.508,207110.845,10
1048103.508,207110.845,10
1058103.508,207110.845,00
1068103.508,207110.845,00
1078103.508,207110.845,00
1088103.508,207110.845,00
1098103.508,207110.845,00
1108103.508,207110.845,00
1118103.508,207110.845,00
1128103.508,207110.845,00
1138103.508,207110.845,00
1148103.508,207110.845,00
1158103.508,207110.845,00
1168103.508,207110.845,00
1178103.508,207110.845,40
1188103.508,207110.845,40
1198103.508,207110.845,40
1208103.508,207110.845,41
1218103.508,207110.845,41
1228103.508,207110.845,41
1238103.508,207110.845,41
1248103.508,207110.845,00
1258103.508,207110.845,00
1268103.508,207110.845,00
1278103.508,207110.845,00
1288103.508,207110.845,00
1298103.508,207110.845,00
1308103.508,207110.845,00
1318103.508,207110.845,00
1328103.508,207110.845,00
1338103.508,207110.845,00
1348103.508,207110.845,00
1358103.508,207110.845,00
1368103.508,207110.845,00
1378103.508,207110.845,00
1388103.508,207110.845,00
1398103.508,207110.845,11
1408103.508,207110.845,11
1418103.508,207110.845,11
1428103.508,207110.845,11
1438103.508,207110.845,11
1448103.508,207110.845,11
1458103.508,207110.845,11
1468103.508,207110.845,11
1478103.508,207110.845,11
1488103.508,207110.845,10
1498103.508,207110.845,10
1508103.508,207110.845,11
1518103.508,207110.845,11
1528103.508,207110.845,11
1538103.508,207110.845,11
1548103.508,207110.845,11
1558103.508,207110.845,11
1568103.508,207110.845,11
1578103.508,207110.845,11
1588103.508,207110.845,10
1598103.508,207110.845,10
1608103.508,207110.845,11
1618103.508,207110.845,10
1628103.508,207110.845,10
1638103.508,207110.845,11
1648103.508,207110.845,10
1658103.508,207110.845,10
1668103.508,207110.845,10
1678103.508,207110.845,11
1688103.508,207110.845,11
1698103.508,207110.845,11
138103.508,197110.845,00
148103.508,197110.845,00
158103.508,197110.845,00
168103.508,197110.845,00
178103.508,197110.845,00
188103.508,197110.845,50
198103.508,197110.845,51
208103.508,197110.845,50
218103.508,197110.845,51
228103.508,197110.845,51
238103.508,197110.845,41
248103.508,197110.845,40
258103.508,197110.845,40
268103.50800000003,197110.845,41
278103.50800000003,197110.845,41
288103.50800000003,197110.845,40
298103.50800000003,197110.845,40
308103.50800000003,197110.845,40
318103.50800000003,197110.845,40
328103.50800000003,197110.845,40
338103.508,197110.845,40
348103.508,197110.845,40
358103.508,197110.845,40
368103.508,197110.845,40
378103.508,197110.845,40
388103.508,197110.845,40
398103.508,197110.845,40
408103.508,197110.845,41
418103.508,197110.845,40
428103.508,197110.845,40
438103.508,197110.845,40
448103.508,197110.845,40
458103.508,197110.845,41
468103.508,197110.845,10
478103.508,197110.845,10
488103.508,197110.845,10
498103.508,197110.845,10
508103.508,197110.845,10
518103.508,197110.845,10
528103.5079999999,197110.845,11
538103.5079999999,197110.845,10
548103.5079999999,197110.845,10
558103.5079999999,197110.845,10
568103.5079999999,197110.845,10
578103.5079999999,197110.845,11
588103.5079999999,197110.845,10
598103.5079999999,197110.845,11
608103.5079999999,197110.845,11
618103.5079999999,197110.845,11
628103.5079999999,197110.845,10
638103.5079999999,197110.845,11
648103.5079999999,197110.845,11
658103.5079999999,197110.845,10
668103.5079999999,197110.845,10
678103.5079999999,197110.845,10
688103.5079999999,197110.845,10
698103.5079999999,197110.845,10
708103.5079999998,197110.845,10
718103.5079999998,197110.845,10
728103.5079999998,197110.845,10
738103.5079999998,197110.845,11
748103.5079999998,197110.845,11
758103.5079999998,197110.845,11
768103.5079999998,197110.845,10
778103.5079999998,197110.845,10
788103.5079999998,197110.845,11
798103.5079999998,197110.845,11
808103.5079999998,197110.845,10
818103.5079999998,197110.845,10
828103.5079999998,197110.845,10
838103.5079999998,197110.845,10
848103.5079999998,197110.845,10
858103.5079999998,197110.845,10
868103.5079999998,197110.845,10
878103.5079999998,197110.845,10
888103.5079999998,197110.845,10
898103.5079999998,197110.845,00
908103.508,197110.845,10
918103.508,197110.845,10
928103.508,197110.845,00
938103.508,197110.845,00
948103.508,197110.845,00
958103.508,197110.845,00
968103.508,197110.845,00
978103.508,197110.845,10
988103.508,197110.845,10
998103.508,197110.845,10
1008103.508,197110.845,10
1018103.508,197110.845,10
1028103.508,197110.845,10
1038103.508,197110.845,10
1048103.508,197110.845,10
1058103.508,197110.845,10
1068103.508,197110.845,10
1078103.508,197110.845,00
1088103.508,197110.845,00
1098103.508,197110.845,00
1108103.508,197110.845,00
1118103.508,197110.845,00
1128103.508,197110.845,00
1138103.508,197110.845,00
1148103.508,197110.845,00
1158103.508,197110.845,00
1168103.508,197110.845,00
1178103.508,197110.845,00
1188103.508,197110.845,40
1198103.508,197110.845,40
1208103.508,197110.845,40
1218103.508,197110.845,41
1228103.508,197110.845,41
1238103.508,197110.845,41
1248103.508,197110.845,41
1258103.508,197110.845,00
1268103.508,197110.845,00
1278103.508,197110.845,00
1288103.508,197110.845,00
1298103.508,197110.845,00
1308103.508,197110.845,00
1318103.508,197110.845,00
1328103.508,197110.845,00
1338103.508,197110.845,00
1348103.508,197110.845,00
1358103.508,197110.845,00
1368103.508,197110.845,00
1378103.508,197110.845,11
1388103.508,197110.845,11
1398103.508,197110.845,11
1408103.508,197110.845,11
1418103.508,197110.845,11
1428103.508,197110.845,11
1438103.508,197110.845,11
1448103.508,197110.845,10
1458103.508,197110.845,10
1468103.508,197110.845,11
1478103.508,197110.845,11
1488103.508,197110.845,11
1498103.508,197110.845,10
1508103.508,197110.845,11
1518103.508,197110.845,11
1528103.508,197110.845,11
1538103.508,197110.845,11
1548103.508,197110.845,11
1558103.508,197110.845,11
1568103.508,197110.845,11
1578103.508,197110.845,11
1588103.508,197110.845,11
1598103.508,197110.845,11
1608103.508,197110.845,11
1618103.508,197110.845,11
1628103.508,197110.845,10
1638103.508,197110.845,10
1648103.508,197110.845,11
1658103.508,197110.845,10
1668103.508,197110.845,10
1678103.508,197110.845,10
1688103.508,197110.845,10
1698103.508,197110.845,10
138103.508,187110.845,00
148103.508,187110.845,00
158103.508,187110.845,00
168103.508,187110.845,50
178103.508,187110.845,40
188103.508,187110.845,40
198103.508,187110.845,51
208103.508,187110.845,50
218103.508,187110.845,50
228103.508,187110.845,40
238103.508,187110.845,41
248103.508,187110.845,40
258103.508,187110.845,40
268103.50800000003,187110.845,40
278103.50800000003,187110.845,41
288103.50800000003,187110.845,40
298103.50800000003,187110.845,40
308103.50800000003,187110.845,40
318103.50800000003,187110.845,40
328103.50800000003,187110.845,40
338103.508,187110.845,40
348103.508,187110.845,40
358103.508,187110.845,40
368103.508,187110.845,40
378103.508,187110.845,40
388103.508,187110.845,40
398103.508,187110.845,40
408103.508,187110.845,40
418103.508,187110.845,40
428103.508,187110.845,40
438103.508,187110.845,40
448103.508,187110.845,40
458103.508,187110.845,40
468103.508,187110.845,10
478103.508,187110.845,10
488103.508,187110.845,10
498103.508,187110.845,10
508103.508,187110.845,10
518103.508,187110.845,10
528103.5079999999,187110.845,10
538103.5079999999,187110.845,10
548103.5079999999,187110.845,10
558103.5079999999,187110.845,11
568103.5079999999,187110.845,10
578103.5079999999,187110.845,11
588103.5079999999,187110.845,11
598103.5079999999,187110.845,11
608103.5079999999,187110.845,11
618103.5079999999,187110.845,10
628103.5079999999,187110.845,10
638103.5079999999,187110.845,10
648103.5079999999,187110.845,10
658103.5079999999,187110.845,10
668103.5079999999,187110.845,10
678103.5079999999,187110.845,10
688103.5079999999,187110.845,10
698103.5079999999,187110.845,10
708103.5079999998,187110.845,10
718103.5079999998,187110.845,10
728103.5079999998,187110.845,10
738103.5079999998,187110.845,11
748103.5079999998,187110.845,11
758103.5079999998,187110.845,11
768103.5079999998,187110.845,10
778103.5079999998,187110.845,11
788103.5079999998,187110.845,11
798103.5079999998,187110.845,10
808103.5079999998,187110.845,10
818103.5079999998,187110.845,10
828103.5079999998,187110.845,10
838103.5079999998,187110.845,10
848103.5079999998,187110.845,10
858103.5079999998,187110.845,10
868103.5079999998,187110.845,10
878103.5079999998,187110.845,10
888103.5079999998,187110.845,10
898103.5079999998,187110.845,10
908103.508,187110.845,00
918103.508,187110.845,10
928103.508,187110.845,10
938103.508,187110.845,10
948103.508,187110.845,00
958103.508,187110.845,00
968103.508,187110.845,10
978103.508,187110.845,10
988103.508,187110.845,10
998103.508,187110.845,10
1008103.508,187110.845,10
1018103.508,187110.845,10
1028103.508,187110.845,10
1038103.508,187110.845,10
1048103.508,187110.845,10
1058103.508,187110.845,10
1068103.508,187110.845,10
1078103.508,187110.845,10
1088103.508,187110.845,10
1098103.508,187110.845,00
1108103.508,187110.845,00
1118103.508,187110.845,00
1128103.508,187110.845,00
1138103.508,187110.845,00
1148103.508,187110.845,00
1158103.508,187110.845,00
1168103.508,187110.845,00
1178103.508,187110.845,00
1188103.508,187110.845,00
1198103.508,187110.845,00
1208103.508,187110.845,40
1218103.508,187110.845,40
1228103.508,187110.845,41
1238103.508,187110.845,41
1248103.508,187110.845,41
1258103.508,187110.845,41
1268103.508,187110.845,00
1278103.508,187110.845,00
1288103.508,187110.845,00
1298103.508,187110.845,00
1308103.508,187110.845,01
1318103.508,187110.845,01
1328103.508,187110.845,41
1338103.508,187110.845,41
1348103.508,187110.845,41
1358103.508,187110.845,41
1368103.508,187110.845,11
1378103.508,187110.845,11
1388103.508,187110.845,11
1398103.508,187110.845,11
1408103.508,187110.845,11
1418103.508,187110.845,11
1428103.508,187110.845,10
1438103.508,187110.845,10
1448103.508,187110.845,11
1458103.508,187110.845,10
1468103.508,187110.845,10
1478103.508,187110.845,10
1488103.508,187110.845,10
1498103.508,187110.845,10
1508103.508,187110.845,10
1518103.508,187110.845,10
1528103.508,187110.845,11
1538103.508,187110.845,11
1548103.508,187110.845,11
1558103.508,187110.845,11
1568103.508,187110.845,11
1578103.508,187110.845,11
1588103.508,187110.845,11
1598103.508,187110.845,10
1608103.508,187110.845,11
1618103.508,187110.845,11
1628103.508,187110.845,11
1638103.508,187110.845,11
1648103.508,187110.845,11
1658103.508,187110.845,10
1668103.508,187110.845,10
1678103.508,187110.845,11
1688103.508,187110.845,11
1698103.508,187110.845,11
1708103.508,187110.845,11
28103.508,177110.845,00
38103.508,177110.845,00
48103.508,177110.845,00
58103.508,177110.845,00
68103.508,177110.845,00
78103.508,177110.845,00
88103.508,177110.845,00
138103.508,177110.845,40
148103.508,177110.845,41
158103.508,177110.845,41
168103.508,177110.845,40
178103.508,177110.845,41
188103.508,177110.845,41
198103.508,177110.845,41
208103.508,177110.845,40
218103.508,177110.845,41
228103.508,177110.845,40
238103.508,177110.845,40
248103.508,177110.845,40
258103.508,177110.845,40
268103.50800000003,177110.845,40
278103.50800000003,177110.845,41
288103.50800000003,177110.845,41
298103.50800000003,177110.845,40
308103.50800000003,177110.845,40
318103.50800000003,177110.845,40
328103.50800000003,177110.845,40
338103.508,177110.845,40
348103.508,177110.845,40
358103.508,177110.845,40
368103.508,177110.845,40
378103.508,177110.845,40
388103.508,177110.845,40
398103.508,177110.845,40
408103.508,177110.845,00
418103.508,177110.845,00
428103.508,177110.845,00
438103.508,177110.845,00
448103.508,177110.845,40
458103.508,177110.845,10
468103.508,177110.845,00
478103.508,177110.845,10
488103.508,177110.845,10
498103.508,177110.845,10
508103.508,177110.845,10
518103.508,177110.845,10
528103.5079999999,177110.845,10
538103.5079999999,177110.845,10
548103.5079999999,177110.845,10
558103.5079999999,177110.845,10
568103.5079999999,177110.845,10
578103.5079999999,177110.845,11
588103.5079999999,177110.845,11
598103.5079999999,177110.845,10
608103.5079999999,177110.845,10
618103.5079999999,177110.845,10
628103.5079999999,177110.845,10
638103.5079999999,177110.845,10
648103.5079999999,177110.845,10
658103.5079999999,177110.845,10
668103.5079999999,177110.845,10
678103.5079999999,177110.845,11
688103.5079999999,177110.845,10
698103.5079999999,177110.845,10
708103.5079999998,177110.845,10
718103.5079999998,177110.845,10
728103.5079999998,177110.845,10
738103.5079999998,177110.845,11
748103.5079999998,177110.845,11
758103.5079999998,177110.845,11
768103.5079999998,177110.845,11
778103.5079999998,177110.845,10
788103.5079999998,177110.845,10
798103.5079999998,177110.845,10
808103.5079999998,177110.845,10
818103.5079999998,177110.845,10
828103.5079999998,177110.845,10
838103.5079999998,177110.845,10
848103.5079999998,177110.845,10
858103.5079999998,177110.845,10
868103.5079999998,177110.845,10
878103.5079999998,177110.845,10
888103.5079999998,177110.845,10
898103.5079999998,177110.845,10
908103.508,177110.845,00
918103.508,177110.845,10
928103.508,177110.845,10
938103.508,177110.845,10
948103.508,177110.845,10
958103.508,177110.845,10
968103.508,177110.845,10
978103.508,177110.845,10
988103.508,177110.845,10
998103.508,177110.845,10
1008103.508,177110.845,10
1018103.508,177110.845,10
1028103.508,177110.845,10
1038103.508,177110.845,10
1048103.508,177110.845,10
1058103.508,177110.845,10
1068103.508,177110.845,10
1078103.508,177110.845,00
1088103.508,177110.845,00
1098103.508,177110.845,00
1108103.508,177110.845,00
1118103.508,177110.845,00
1128103.508,177110.845,00
1138103.508,177110.845,00
1148103.508,177110.845,00
1158103.508,177110.845,00
1168103.508,177110.845,00
1178103.508,177110.845,00
1188103.508,177110.845,00
1198103.508,177110.845,00
1208103.508,177110.845,40
1218103.508,177110.845,40
1228103.508,177110.845,40
1238103.508,177110.845,40
1248103.508,177110.845,41
1258103.508,177110.845,41
1268103.508,177110.845,41
1278103.508,177110.845,41
1288103.508,177110.845,41
1298103.508,177110.845,41
1308103.508,177110.845,41
1318103.508,177110.845,41
1328103.508,177110.845,41
1338103.508,177110.845,41
1348103.508,177110.845,41
1358103.508,177110.845,41
1368103.508,177110.845,11
1378103.508,177110.845,10
1388103.508,177110.845,10
1398103.508,177110.845,10
1408103.508,177110.845,10
1418103.508,177110.845,10
1428103.508,177110.845,10
1438103.508,177110.845,10
1448103.508,177110.845,11
1458103.508,177110.845,10
1468103.508,177110.845,11
1478103.508,177110.845,10
1488103.508,177110.845,10
1498103.508,177110.845,10
1508103.508,177110.845,10
1518103.508,177110.845,10
1528103.508,177110.845,11
1538103.508,177110.845,11
1548103.508,177110.845,11
1558103.508,177110.845,11
1568103.508,177110.845,11
1578103.508,177110.845,11
1588103.508,177110.845,11
1598103.508,177110.845,11
1608103.508,177110.845,11
1618103.508,177110.845,11
1628103.508,177110.845,11
1638103.508,177110.845,11
1648103.508,177110.845,10
1658103.508,177110.845,10
1668103.508,177110.845,10
1678103.508,177110.845,10
1688103.508,177110.845,11
1698103.508,177110.845,11
1708103.508,177110.845,11
1718103.508,177110.845,11
28103.508,167110.845,00
38103.508,167110.845,00
48103.508,167110.845,00
58103.508,167110.845,00
68103.508,167110.845,00
78103.508,167110.845,00
88103.508,167110.845,00
98103.508,167110.845,00
108103.508,167110.845,00
118103.508,167110.845,00
128103.508,167110.845,41
138103.508,167110.845,40
148103.508,167110.845,40
158103.508,167110.845,41
168103.508,167110.845,40
178103.508,167110.845,41
188103.508,167110.845,41
198103.508,167110.845,41
208103.508,167110.845,40
218103.508,167110.845,40
228103.508,167110.845,40
238103.508,167110.845,40
248103.508,167110.845,40
258103.508,167110.845,40
268103.50800000003,167110.845,40
278103.50800000003,167110.845,41
288103.50800000003,167110.845,41
298103.50800000003,167110.845,41
308103.50800000003,167110.845,40
318103.50800000003,167110.845,40
328103.50800000003,167110.845,40
338103.508,167110.845,40
348103.508,167110.845,40
358103.508,167110.845,40
368103.508,167110.845,40
378103.508,167110.845,40
388103.508,167110.845,40
398103.508,167110.845,00
408103.508,167110.845,00
418103.508,167110.845,40
428103.508,167110.845,00
438103.508,167110.845,00
448103.508,167110.845,40
458103.508,167110.845,10
468103.508,167110.845,00
478103.508,167110.845,00
488103.508,167110.845,10
498103.508,167110.845,10
508103.508,167110.845,10
518103.508,167110.845,10
528103.5079999999,167110.845,10
538103.5079999999,167110.845,10
548103.5079999999,167110.845,10
558103.5079999999,167110.845,10
568103.5079999999,167110.845,10
578103.5079999999,167110.845,10
588103.5079999999,167110.845,11
598103.5079999999,167110.845,11
608103.5079999999,167110.845,11
618103.5079999999,167110.845,10
628103.5079999999,167110.845,10
638103.5079999999,167110.845,10
648103.5079999999,167110.845,10
658103.5079999999,167110.845,10
668103.5079999999,167110.845,10
678103.5079999999,167110.845,10
688103.5079999999,167110.845,10
698103.5079999999,167110.845,10
708103.5079999998,167110.845,10
718103.5079999998,167110.845,10
728103.5079999998,167110.845,10
738103.5079999998,167110.845,11
748103.5079999998,167110.845,11
758103.5079999998,167110.845,11
768103.5079999998,167110.845,11
778103.5079999998,167110.845,10
788103.5079999998,167110.845,10
798103.5079999998,167110.845,10
808103.5079999998,167110.845,10
818103.5079999998,167110.845,10
828103.5079999998,167110.845,10
838103.5079999998,167110.845,10
848103.5079999998,167110.845,10
858103.5079999998,167110.845,10
868103.5079999998,167110.845,10
