X,Y,CI,Cluster,GroundwaterDepth,IrrigatedArea,Population,Region,TDS
28103.507999999998,497110.845,0,0,7,0.0,0.0,,0.0
38103.508,497110.845,0,0,100,0.0,0.0,,0.0
48103.508,497110.845,0,0,100,0.0,0.0,,0.0
58103.508,497110.845,0,0,7,0.0,0.0,,0.0
68103.508,497110.845,0,48,7,0.0,0.0,Algeria,0.0
78103.508,497110.845,0,48,100,0.0,0.0,Algeria,0.0
88103.508,497110.845,0,48,100,0.0,0.0,Algeria,0.0
98103.508,497110.845,0,48,100,0.0,0.0,Algeria,0.0
108103.508,497110.845,0,48,7,0.0,0.0,Algeria,0.0
118103.508,497110.845,0,48,7,0.0,0.0,Algeria,0.0
128103.508,497110.845,0,48,100,0.0,0.0,Algeria,0.0
138103.508,497110.845,0,48,100,0.0,0.0,Algeria,0.0
148103.508,497110.845,0,48,100,0.0,0.0,Algeria,0.0
158103.508,497110.845,0,48,7,0.0,0.0,Algeria,0.0
168103.508,497110.845,0,48,100,0.0,0.0,Algeria,0.0
178103.508,497110.845,0,38,7,0.0,0.0,Algeria,0.0
188103.508,497110.845,0,38,7,0.0,0.0,Algeria,0.0
198103.508,497110.845,0,38,100,0.0,0.0,Algeria,0.0
208103.508,497110.845,0,38,7,0.0,0.0,Algeria,0.0
218103.508,497110.845,0,38,100,0.0,0.0,Algeria,0.0
228103.508,497110.845,0,38,100,0.0,0.0,Algeria,0.0
238103.508,497110.845,0,36,100,0.0,0.0,Algeria,0.0
248103.508,497110.845,0,36,7,0.0,0.0,Algeria,0.0
258103.508,497110.845,0,36,7,0.0,0.0,Algeria,0.0
268103.50800000003,497110.845,0,36,100,0.0,0.0,Algeria,0.0
278103.50800000003,497110.845,0,27,7,0.0,0.0,Algeria,0.0
288103.50800000003,497110.845,0,27,7,0.0,0.0,Algeria,0.0
298103.50800000003,497110.845,0,36,100,0.0,0.0,Algeria,0.0
308103.50800000003,497110.845,0,36,100,0.0,0.0,Algeria,0.0
318103.50800000003,497110.845,0,43,7,0.0,0.0,Algeria,0.0
328103.50800000003,497110.845,0,43,100,0.0,0.0,Algeria,0.0
338103.508,497110.845,0,43,100,0.0,0.0,Algeria,0.0
348103.508,497110.845,0,43,7,0.0,0.0,Algeria,0.0
358103.508,497110.845,0,43,7,0.0,0.0,Algeria,0.0
368103.508,497110.845,0,43,100,0.0,0.0,Algeria,0.0
378103.508,497110.845,0,43,100,0.0,0.0,Algeria,0.0
388103.508,497110.845,0,43,100,0.0,0.0,Algeria,0.0
398103.508,497110.845,0,43,50,0.0,0.0,Algeria,0.0
408103.508,497110.845,0,43,50,0.0,0.0,Algeria,0.0
418103.508,497110.845,0,43,50,0.0,0.0,Algeria,0.0
428103.508,497110.845,0,43,50,0.0,0.0,Algeria,0.0
438103.508,497110.845,0,43,100,0.0,0.0,Algeria,0.0
448103.508,497110.845,0,43,100,0.0,0.0,Algeria,0.0
458103.508,497110.845,0,43,100,0.0,0.0,Algeria,0.0
468103.508,497110.845,0,43,100,0.0,0.0,Algeria,0.0
478103.508,497110.845,0,43,100,0.0,0.0,Algeria,0.0
488103.508,497110.845,0,43,100,0.0,0.0,Algeria,0.0
498103.508,497110.845,0,16,100,0.0,0.0,Algeria,0.0
508103.508,497110.845,0,16,100,0.0,0.0,Algeria,0.0
518103.508,497110.845,0,16,100,0.0,0.0,Algeria,0.0
528103.5079999999,497110.845,0,16,100,0.0,0.0,Algeria,0.0
538103.5079999999,497110.845,0,16,100,0.0,0.0,Algeria,0.0
548103.5079999999,497110.845,0,16,100,0.0,0.0,Algeria,0.0
558103.5079999999,497110.845,0,16,100,0.0,0.0,Algeria,0.0
568103.5079999999,497110.845,0,16,100,0.0,0.0,Algeria,0.0
578103.5079999999,497110.845,0,26,50,0.0,0.0,Algeria,0.0
588103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
598103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
608103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
618103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
628103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
638103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
648103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
658103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
668103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
678103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
688103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
698103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
708103.5079999999,497110.845,0,26,100,0.0,0.0,Algeria,0.0
718103.5079999999,497110.845,0,9,100,0.0,0.0,Algeria,0.0
728103.5079999999,497110.845,0,6,100,0.0,0.0,Algeria,0.0
738103.5079999999,497110.845,0,6,100,0.0,0.0,Algeria,0.0
748103.5079999999,497110.845,0,9,100,0.0,0.0,Algeria,0.0
758103.5079999999,497110.845,0,9,100,0.0,0.0,Algeria,0.0
768103.5079999999,497110.845,0,9,100,0.0,0.0,Algeria,0.0
778103.5079999999,497110.845,0,9,100,0.0,0.0,Algeria,0.0
788103.5079999999,497110.845,0,9,100,0.0,0.0,Algeria,0.0
798103.5079999999,497110.845,0,6,100,0.0,0.0,Algeria,0.0
808103.5079999999,497110.845,0,9,100,6.6790899999999995,0.0,Algeria,0.0
818103.5079999999,497110.845,0,6,100,38.4048,0.0,Algeria,0.0
828103.5079999999,497110.845,0,9,100,21.706999999999997,30.875,Algeria,0.0
838103.5079999999,497110.845,0,9,100,83.4886,139.028,Algeria,0.0
848103.5079999999,497110.845,0,6,100,303.342,170.31,Algeria,0.0
858103.5079999999,497110.845,1,24,100,134.138,278.689,Algeria,0.0
868103.5079999999,497110.845,1,24,100,244.343,514.872,Algeria,0.0
878103.5079999999,497110.845,1,24,100,509.837,686.323,Algeria,0.0
888103.5079999999,497110.845,1,24,100,264.381,1223.11,Algeria,0.0
898103.5079999999,497110.845,1,24,100,320.596,588.631,Algeria,0.0
908103.5079999999,497110.845,0,24,100,43.4141,60.6256,Algeria,0.0
918103.5079999999,497110.845,0,24,100,0.0,0.0,Algeria,0.0
928103.5079999999,497110.845,0,42,100,0.0,0.0,Algeria,0.0
938103.5079999999,497110.845,0,42,100,0.0,0.0,Algeria,0.0
948103.5079999999,497110.845,0,42,100,0.0,0.0,Algeria,0.0
958103.5079999999,497110.845,0,42,100,0.0,0.0,Algeria,0.0
968103.5079999999,497110.845,0,42,100,0.0,0.0,Algeria,0.0
978103.5079999999,497110.845,0,42,100,0.0,0.0,Algeria,0.0
988103.5079999999,497110.845,0,42,100,0.0,0.0,Algeria,0.0
998103.5079999999,497110.845,0,42,100,0.0,0.0,Algeria,0.0
1008103.5079999999,497110.845,0,42,100,0.0,0.0,Algeria,0.0
1018103.5079999999,497110.845,0,79,100,0.0,0.0,Tunisia,0.0
1028103.5079999999,497110.845,0,79,100,0.0,0.0,Tunisia,0.0
1038103.5079999999,497110.845,0,79,100,0.0,0.0,Tunisia,0.0
1048103.5079999999,497110.845,0,79,100,0.0,0.0,Tunisia,0.0
1058103.508,497110.845,0,79,100,0.0,0.0,Tunisia,0.0
1068103.508,497110.845,0,79,100,0.0,0.0,Tunisia,0.0
1078103.508,497110.845,0,79,100,0.0,0.0,Tunisia,0.0
1088103.508,497110.845,0,88,100,0.0,0.0,Tunisia,0.0
1098103.508,497110.845,0,88,100,0.0,0.0,Tunisia,0.0
1108103.508,497110.845,0,88,100,0.0,0.0,Tunisia,0.0
1118103.508,497110.845,0,88,100,0.0,0.0,Tunisia,0.0
1128103.508,497110.845,0,88,100,0.0,0.0,Tunisia,0.0
1138103.508,497110.845,0,88,100,0.0,0.0,Tunisia,0.0
1148103.508,497110.845,0,88,100,0.0,0.0,Tunisia,0.0
1158103.508,497110.845,0,88,100,0.0,0.0,Tunisia,0.0
1168103.508,497110.845,0,87,100,0.0,0.0,Tunisia,0.0
1178103.508,497110.845,0,87,100,0.0,0.0,Tunisia,0.0
1188103.508,497110.845,0,87,100,0.0,0.0,Tunisia,0.0
1198103.508,497110.845,0,87,100,0.0,0.0,Tunisia,0.0
1208103.508,497110.845,0,87,7,0.0,0.0,Tunisia,0.0
1218103.508,497110.845,0,87,100,0.0,0.0,Tunisia,0.0
1228103.508,497110.845,0,87,100,0.0,0.0,Tunisia,0.0
1238103.508,497110.845,0,87,100,0.0,0.0,Tunisia,0.0
1248103.508,497110.845,0,0,0,0.0,0.0,,0.0
1258103.508,497110.845,0,0,0,0.0,0.0,,0.0
1268103.508,497110.845,0,0,0,0.0,0.0,,0.0
1278103.508,497110.845,0,0,0,0.0,0.0,,0.0
1288103.508,497110.845,0,0,0,0.0,0.0,,0.0
1298103.508,497110.845,0,0,0,0.0,0.0,,0.0
1308103.508,497110.845,0,0,0,0.0,0.0,,0.0
1318103.508,497110.845,0,0,0,0.0,0.0,,0.0
1328103.508,497110.845,0,0,0,0.0,0.0,,0.0
1338103.508,497110.845,0,0,0,0.0,0.0,,0.0
1348103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1358103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1368103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1378103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1388103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1398103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1408103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1418103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1428103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1438103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1448103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1458103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1468103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1478103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1488103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1498103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1508103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1518103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1528103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1538103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1548103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1558103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1568103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1578103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1588103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1598103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1608103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1618103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1628103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1638103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1648103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1658103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1668103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1678103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1688103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1698103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1708103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1718103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1728103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1738103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1748103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1758103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1768103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1778103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1788103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1798103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1808103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1818103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1828103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
1838103.5080000001,497110.845,0,0,0,0.0,0.0,,0.0
28103.507999999998,487110.845,0,0,100,0.0,0.0,,0.0
38103.508,487110.845,0,0,100,0.0,0.0,,0.0
48103.508,487110.845,0,0,100,0.0,0.0,,0.0
58103.508,487110.845,0,0,100,0.0,0.0,,0.0
68103.508,487110.845,0,0,100,0.0,0.0,,0.0
78103.508,487110.845,0,48,100,0.0,0.0,Algeria,0.0
88103.508,487110.845,0,48,100,0.0,0.0,Algeria,0.0
98103.508,487110.845,0,48,7,0.0,0.0,Algeria,0.0
108103.508,487110.845,0,48,100,0.0,0.0,Algeria,0.0
118103.508,487110.845,0,48,7,0.0,0.0,Algeria,0.0
128103.508,487110.845,0,48,7,0.0,0.0,Algeria,0.0
138103.508,487110.845,0,48,7,0.0,0.0,Algeria,0.0
148103.508,487110.845,0,48,7,0.0,0.0,Algeria,0.0
158103.508,487110.845,0,48,7,0.0,0.0,Algeria,0.0
168103.508,487110.845,0,38,100,0.0,0.0,Algeria,0.0
178103.508,487110.845,0,38,100,0.0,0.0,Algeria,0.0
188103.508,487110.845,0,38,7,0.0,0.0,Algeria,0.0
198103.508,487110.845,0,38,100,0.0,0.0,Algeria,0.0
208103.508,487110.845,0,38,100,0.0,0.0,Algeria,0.0
218103.508,487110.845,0,38,100,0.0,0.0,Algeria,0.0
228103.508,487110.845,0,36,100,0.0,0.0,Algeria,0.0
238103.508,487110.845,0,36,7,0.0,0.0,Algeria,0.0
248103.508,487110.845,0,36,7,0.0,0.0,Algeria,0.0
258103.508,487110.845,0,36,100,0.0,0.0,Algeria,0.0
268103.50800000003,487110.845,0,36,7,0.0,0.0,Algeria,0.0
278103.50800000003,487110.845,0,36,7,0.0,0.0,Algeria,0.0
288103.50800000003,487110.845,0,36,7,0.0,0.0,Algeria,0.0
298103.50800000003,487110.845,0,36,100,0.0,0.0,Algeria,0.0
308103.50800000003,487110.845,0,36,100,0.0,0.0,Algeria,0.0
318103.50800000003,487110.845,0,36,100,0.0,0.0,Algeria,0.0
328103.50800000003,487110.845,0,43,100,0.0,0.0,Algeria,0.0
338103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
348103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
358103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
368103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
378103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
388103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
398103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
408103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
418103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
428103.508,487110.845,0,43,50,0.0,0.0,Algeria,0.0
438103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
448103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
458103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
468103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
478103.508,487110.845,0,43,100,0.0,0.0,Algeria,0.0
488103.508,487110.845,0,16,100,0.0,0.0,Algeria,0.0
498103.508,487110.845,0,16,100,0.0,0.0,Algeria,0.0
508103.508,487110.845,0,16,100,0.0,0.0,Algeria,0.0
518103.508,487110.845,0,16,100,0.0,0.0,Algeria,0.0
528103.5079999999,487110.845,0,16,100,0.0,0.0,Algeria,0.0
538103.5079999999,487110.845,0,16,100,0.0,0.0,Algeria,0.0
548103.5079999999,487110.845,0,16,100,0.0,0.0,Algeria,0.0
558103.5079999999,487110.845,0,16,100,0.0,0.0,Algeria,0.0
568103.5079999999,487110.845,0,16,100,0.0,0.0,Algeria,0.0
578103.5079999999,487110.845,0,16,100,0.0,0.0,Algeria,0.0
588103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
598103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
608103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
618103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
628103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
638103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
648103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
658103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
668103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
678103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
688103.5079999999,487110.845,0,26,100,0.0,0.0,Algeria,0.0
698103.5079999999,487110.845,0,26,100,15.5845,13.687000000000001,Algeria,0.0
708103.5079999999,487110.845,0,26,100,46.196999999999996,64.6068,Algeria,0.0
718103.5079999999,487110.845,0,9,100,18.3675,77.0222,Algeria,0.0
728103.5079999999,487110.845,0,9,100,558.817,83.2793,Algeria,0.0
738103.5079999999,487110.845,0,9,100,633.4,121.12100000000001,Algeria,0.0
748103.5079999999,487110.845,1,9,100,902.2330000000001,277.513,Algeria,0.0
758103.5079999999,487110.845,1,9,100,464.75300000000004,328.401,Algeria,0.0
768103.5079999999,487110.845,1,9,100,542.119,547.2,Algeria,0.0
778103.5079999999,487110.845,1,9,100,140.261,1406.01,Algeria,0.0
788103.5079999999,487110.845,1,9,100,0.0,651.702,Algeria,0.0
798103.5079999999,487110.845,1,9,100,200.373,16463.1,Algeria,0.0
808103.5079999999,487110.845,1,9,100,287.757,2214.73,Algeria,0.0
818103.5079999999,487110.845,1,9,100,175.88299999999998,410.409,Algeria,0.0
828103.5079999999,487110.845,1,9,100,101.85600000000001,443.92699999999996,Algeria,3000.0
838103.5079999999,487110.845,1,9,100,45.0838,512.058,Algeria,3000.0
848103.5079999999,487110.845,1,6,100,63.4513,530.0409999999999,Algeria,3000.0
858103.5079999999,487110.845,1,24,100,219.85299999999998,634.741,Algeria,3000.0
868103.5079999999,487110.845,1,24,100,120.22399999999999,753.817,Algeria,3000.0
878103.5079999999,487110.845,1,24,100,197.59,821.335,Algeria,3000.0
888103.5079999999,487110.845,1,24,100,224.30599999999998,936.302,Algeria,3000.0
898103.5079999999,487110.845,1,24,100,246.013,861.12,Algeria,3000.0
908103.5079999999,487110.845,1,24,100,153.062,471.356,Algeria,0.0
918103.5079999999,487110.845,1,24,100,79.0359,340.231,Algeria,0.0
928103.5079999999,487110.845,0,24,100,23.9334,76.8667,Algeria,0.0
938103.5079999999,487110.845,0,42,100,0.556591,0.0,Algeria,0.0
948103.5079999999,487110.845,0,42,100,0.0,0.0,Algeria,0.0
958103.5079999999,487110.845,0,42,100,0.0,0.0,Algeria,0.0
968103.5079999999,487110.845,0,42,100,0.0,0.0,Algeria,0.0
978103.5079999999,487110.845,0,42,100,0.0,0.0,Algeria,0.0
988103.5079999999,487110.845,0,42,100,0.0,0.0,Algeria,0.0
998103.5079999999,487110.845,0,42,100,0.0,0.0,Algeria,0.0
1008103.5079999999,487110.845,0,42,100,0.0,0.0,Algeria,0.0
1018103.5079999999,487110.845,0,79,100,0.0,0.0,Tunisia,0.0
1028103.5079999999,487110.845,0,79,100,0.0,0.0,Tunisia,0.0
1038103.5079999999,487110.845,0,79,100,0.0,0.0,Tunisia,0.0
1048103.5079999999,487110.845,0,79,100,0.0,0.0,Tunisia,0.0
1058103.508,487110.845,0,79,100,0.0,0.0,Tunisia,0.0
1068103.508,487110.845,0,79,100,0.0,0.0,Tunisia,0.0
1078103.508,487110.845,0,88,100,0.0,0.0,Tunisia,0.0
1088103.508,487110.845,0,88,100,0.0,0.0,Tunisia,0.0
1098103.508,487110.845,0,88,100,0.0,0.0,Tunisia,0.0
1108103.508,487110.845,0,88,100,0.0,0.0,Tunisia,0.0
1118103.508,487110.845,0,88,100,0.0,0.0,Tunisia,0.0
1128103.508,487110.845,0,88,100,0.0,0.0,Tunisia,0.0
1138103.508,487110.845,0,88,100,0.0,0.0,Tunisia,0.0
1148103.508,487110.845,0,88,100,0.0,0.0,Tunisia,0.0
1158103.508,487110.845,0,88,100,0.0,0.0,Tunisia,0.0
1168103.508,487110.845,0,87,100,0.0,0.0,Tunisia,0.0
1178103.508,487110.845,0,87,100,0.0,0.0,Tunisia,0.0
1188103.508,487110.845,0,87,100,0.0,0.0,Tunisia,0.0
1198103.508,487110.845,0,87,100,0.0,0.0,Tunisia,0.0
1208103.508,487110.845,0,87,100,0.0,0.0,Tunisia,0.0
1218103.508,487110.845,0,87,7,0.0,0.0,Tunisia,0.0
1228103.508,487110.845,0,87,100,0.0,0.0,Tunisia,0.0
1238103.508,487110.845,0,87,7,0.0,0.0,,0.0
1248103.508,487110.845,0,0,0,0.0,0.0,,0.0
1258103.508,487110.845,0,0,0,0.0,0.0,,0.0
1268103.508,487110.845,0,0,0,0.0,0.0,,0.0
1278103.508,487110.845,0,87,0,0.0,0.0,,0.0
1288103.508,487110.845,0,0,0,0.0,0.0,,0.0
1298103.508,487110.845,0,0,0,0.0,0.0,,0.0
1308103.508,487110.845,0,0,0,0.0,0.0,,0.0
1318103.508,487110.845,0,0,0,0.0,0.0,,0.0
1328103.508,487110.845,0,0,0,0.0,0.0,,0.0
1338103.508,487110.845,0,0,0,0.0,0.0,,0.0
1348103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1358103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1368103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1378103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1388103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1398103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1408103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1418103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1428103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1438103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1448103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1458103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1468103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1478103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1488103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1498103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1508103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1518103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1528103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1538103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1548103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1558103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1568103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1578103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1588103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1598103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1608103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1618103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1628103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1638103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1648103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1658103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1668103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1678103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1688103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1698103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1708103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1718103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1728103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1738103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1748103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1758103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1768103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1778103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1788103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1798103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1808103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1818103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1828103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
1838103.5080000001,487110.845,0,0,0,0.0,0.0,,0.0
28103.507999999998,477110.845,0,0,100,0.0,0.0,,0.0
38103.508,477110.845,0,0,100,0.0,0.0,,0.0
48103.508,477110.845,0,0,100,0.0,0.0,,0.0
58103.508,477110.845,0,0,100,0.0,0.0,,0.0
68103.508,477110.845,0,0,100,0.0,0.0,,0.0
78103.508,477110.845,0,0,100,0.0,0.0,,0.0
88103.508,477110.845,0,48,7,0.0,0.0,Algeria,0.0
98103.508,477110.845,0,48,100,0.0,0.0,Algeria,0.0
108103.508,477110.845,0,48,100,0.0,0.0,Algeria,0.0
118103.508,477110.845,0,48,7,0.0,0.0,Algeria,0.0
128103.508,477110.845,0,48,7,0.0,0.0,Algeria,0.0
138103.508,477110.845,0,48,100,0.0,0.0,Algeria,0.0
148103.508,477110.845,0,48,100,0.0,0.0,Algeria,0.0
158103.508,477110.845,0,48,7,0.0,0.0,Algeria,0.0
168103.508,477110.845,0,48,100,0.0,0.0,Algeria,0.0
178103.508,477110.845,0,38,100,0.0,0.0,Algeria,0.0
188103.508,477110.845,0,38,7,0.0,0.0,Algeria,0.0
198103.508,477110.845,0,38,7,0.0,0.0,Algeria,0.0
208103.508,477110.845,0,38,100,0.0,0.0,Algeria,0.0
218103.508,477110.845,0,38,100,0.0,0.0,Algeria,0.0
228103.508,477110.845,0,36,7,0.0,0.0,Algeria,0.0
238103.508,477110.845,0,36,100,0.0,0.0,Algeria,0.0
248103.508,477110.845,0,36,7,0.0,0.0,Algeria,0.0
258103.508,477110.845,0,36,100,0.0,0.0,Algeria,0.0
268103.50800000003,477110.845,0,36,7,0.0,0.0,Algeria,0.0
278103.50800000003,477110.845,0,36,100,0.0,0.0,Algeria,0.0
288103.50800000003,477110.845,0,36,7,0.0,0.0,Algeria,0.0
298103.50800000003,477110.845,0,36,100,0.0,0.0,Algeria,0.0
308103.50800000003,477110.845,0,36,100,0.0,0.0,Algeria,0.0
318103.50800000003,477110.845,0,43,100,0.0,0.0,Algeria,0.0
328103.50800000003,477110.845,0,43,100,0.0,0.0,Algeria,0.0
338103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
348103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
358103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
368103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
378103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
388103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
398103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
408103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
418103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
428103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
438103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
448103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
458103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
468103.508,477110.845,0,43,100,0.0,0.0,Algeria,0.0
